Datetime,Screen Name,Name,text_clean,text_preprocessed,sentiment
2022-05-25 02:04:55+00:00,whreareya,Intan,bagi mahasiswa undip atau warga kota semarang mau sewa motor bisa disini ya atau mau ojek langganan untuk mahasiswa undâ€¦,"['mahasiswa', 'undip', 'warga', 'kota', 'semarang', 'sewa', 'motor', 'ya', 'ojek', 'langgan', 'mahasiswa', 'und']",positive
2022-05-25 02:00:07+00:00,import_panda,ðŸº,kuliah gua kan bakalan offline anjir smt depan,"['kuliah', 'gua', 'offline', 'anjir', 'smt']",negative
2022-05-25 01:52:56+00:00,daphneyskin,eca | Alia's diary,base yahh aku ada mascara loreal dom tuban jatim tp aku lagi kuliah offlineðŸ˜­ akk,"['base', 'yahh', 'mascara', 'loreal', 'dom', 'tuban', 'jatim', 'tp', 'kuliah', 'offline', 'akk']",positive
2022-05-25 01:50:43+00:00,unnesmenfess,AUTOMENFESS CEK TLðŸ™‡ðŸ¼â€â™€ï¸ðŸ™‡ðŸ¼â€â™€ï¸,ness aku tekor koskos an ih jadi tu kita awal kuliah kan februari tapi kita aku baru offline dan ta tempatin itâ€¦,"['ness', 'tekor', 'koskos', 'an', 'ih', 'tu', 'kuliah', 'februari', 'offline', 'ta', 'tempatin', 'it']",negative
2022-05-25 01:45:23+00:00,gloomymornin,Jojo,hari ini kuliah offlinesemoga tidak mengantuk,"['kuliah', 'offlinesemoga', 'antuk']",negative
2022-05-25 01:42:21+00:00,MahasiswaUMS,UMSfess,umsfess sedih bgt baru tau mantanku pernah kerja di deket ums tp waktu itu kuliah belum offline ðŸ˜ž eh tp ngapain aku sedih ya,"['umsfess', 'sedih', 'bgt', 'tau', 'mantan', 'kerja', 'deket', 'ums', 'tp', 'kuliah', 'offline', '', 'eh', 'tp', 'ngapain', 'sedih', 'ya']",positive
2022-05-25 01:34:04+00:00,Askrlfess,Askrlfess,askrl sejak hari senin aku udh ga makan nasi jd cmn makan buah buah an aja kek tomat jeruk mangga krn target tâ€¦,"['askrl', 'senin', 'udh', 'ga', 'makan', 'nasi', 'jd', 'cmn', 'makan', 'buah', 'buah', 'an', 'aja', 'kek', 'tomat', 'jeruk', 'mangga', 'krn', 'target', 't']",positive
2022-05-25 01:27:23+00:00,sewamotorundip,uda,bagi mahasiswa undip atau warga kota semarang mau sewa motor bisa disini ya atau mau ojek langganan untuk mahasiswaâ€¦,"['mahasiswa', 'undip', 'warga', 'kota', 'semarang', 'sewa', 'motor', 'ya', 'ojek', 'langgan', 'mahasiswa']",positive
2022-05-25 01:13:58+00:00,Addtwenty27,Add You,kuliah offline di pagi hari telat  menitmandi keburu buru rambut basah  kerah baju auto basahamp aku lupa bawa hâ€¦,"['kuliah', 'offline', 'pagi', 'telat', 'menitmandi', 'keburu', 'buru', 'rambut', 'basah', 'kerah', 'baju', 'auto', 'basahamp', 'lupa', 'bawa', 'h']",negative
2022-05-25 01:11:39+00:00,UNSfess_,baca rules di bio! | UNS MENFESS,ada yg sama ngga kek belum mau kuliah offline gitu capek ngeluarin biaya dan tenaga lebih yg sebetulnya bisa kitâ€¦,"['yg', 'ngga', 'kek', 'kuliah', 'offline', 'gitu', 'capek', 'ngeluarin', 'biaya', 'tenaga', 'yg', 'kit']",negative
2022-05-25 01:11:01+00:00,collegemenfess,COLLE FORGER,cm selamat pagi dari sender yg kuliah pagi  offline class semangat ya semuanya ðŸ™ðŸ»ðŸ’•ðŸ¤²,"['cm', 'selamat', 'pagi', 'sender', 'yg', 'kuliah', 'pagi', 'offline', 'class', 'semangat', 'ya', '']",positive
2022-05-25 01:10:54+00:00,naamaliz,ninabobo,eh lu kuliah offline ga,"['eh', 'lu', 'kuliah', 'offline', 'ga']",positive
2022-05-25 01:08:16+00:00,hi_ddae,BaramðŸƒ,baru kuliah offline  hari tapi badan udh sakit semua,"['kuliah', 'offline', 'badan', 'udh', 'sakit']",negative
2022-05-25 01:07:33+00:00,collegemenfess,COLLE FORGER,cm kalian yg kuliah offline tp absennya online pernh bolos diem gakk,"['cm', 'yg', 'kuliah', 'offline', 'tp', 'absen', 'online', 'pernh', 'bolos', 'diem', 'gakk']",negative
2022-05-25 00:49:28+00:00,hibebycu,Nadiaanpp,kuliah offline hari ini di prank dosen,"['kuliah', 'offline', 'prank', 'dosen']",negative
2022-05-25 00:46:42+00:00,collegemenfess,COLLE FORGER,cm udah pada kuliah offline blm sih guys,"['cm', 'udah', 'kuliah', 'offline', 'blm', 'sih', 'guys']",positive
2022-05-25 00:46:01+00:00,bewthoven,van forger,tergantung kalo offline dibedain gedung utbk sama yang buat kuliah gerbang masuknya juga dibedain,"['gantung', 'kalo', 'offline', 'dibedain', 'gedung', 'utbk', 'kuliah', 'gerbang', 'masuk', 'dibedain']",positive
2022-05-25 00:35:02+00:00,happysunhyuck,cikaa,hhh hari ini kuliah offline dari pagi sampe soreðŸ˜´ðŸ˜´ wml,"['hhh', 'kuliah', 'offline', 'pagi', 'sampe', 'sore', 'wml']",negative
2022-05-25 00:28:48+00:00,hczenieus_,itsfin ðŸ’« | freetag!,kgn suasana kuliah offline,"['kgn', 'suasana', 'kuliah', 'offline']",positive
2022-05-25 00:25:45+00:00,hczenieus_,itsfin ðŸ’« | freetag!,iri sm angkatan amp yg udah bisa kuliah offline ðŸ™‚,"['iri', 'sm', 'angkat', 'amp', 'yg', 'udah', 'kuliah', 'offline', '']",positive
2022-05-25 00:21:39+00:00,mdeaprilya,Ã°,hobi bgt nimbun video di wl sampe numpuk tb dah  aja  macam kuliah offline nimbun ribuan foto papan tulis taâ€¦,"['hobi', 'bgt', 'nimbun', 'video', 'wl', 'sampe', 'numpuk', 'tb', 'dah', 'aja', 'kuliah', 'offline', 'nimbun', 'ribu', 'foto', 'papan', 'tulis', 'ta']",positive
2022-05-25 00:13:00+00:00,macan_nanges,huwaaaaa!,siaÂ² aku ke kampus kalau kuliah seminggu cuma  matkul yg offline ðŸ˜¬ðŸ˜¬,"['sia', 'kampus', 'kuliah', 'minggu', 'matkul', 'yg', 'offline', '']",negative
2022-05-24 23:58:16+00:00,thelifeofmgdln,yo!,gws bgt gua mens hari pertama  kuliah offlineðŸ˜”,"['gws', 'bgt', 'gua', 'mens', 'kuliah', 'offline']",negative
2022-05-24 23:55:31+00:00,casanaxy,casa,hari ini kuliah offline lg yank,"['kuliah', 'offline', 'lg', 'yank']",positive
2022-05-24 23:55:07+00:00,shbrn_na,al,mual karna mau kuliah offline,"['mual', 'karna', 'kuliah', 'offline']",negative
2022-05-24 23:35:26+00:00,jeonnisrin_,jeooðŸ”®ðŸ’«,semangat kuliah offline dayÂ²,"['semangat', 'kuliah', 'offline', 'day']",positive
2022-05-24 23:34:35+00:00,NettyNe98116847,Thity,late post puji tuhan akhirnya perdana bisa kuliah offline sama bucan  bu reni ardianaðŸ¥°ðŸ¥°  hingga akhir dia akan teâ€¦,"['late', 'post', 'puji', 'tuhan', 'perdana', 'kuliah', 'offline', 'bucan', 'bu', 'reni', 'ardiana', 'te']",positive
2022-05-24 23:17:52+00:00,teefluffyx,acaa,met pagii have a nice day alllt hari pertama kuliah offline wk semangat acaa,"['met', 'pagi', 'have', 'a', 'nice', 'day', 'alllt', 'kuliah', 'offline', 'wk', 'semangat', 'acaa']",positive
2022-05-24 23:17:16+00:00,zeikalandra,jee â˜ï¸,mager sekaliiii kuliah offline d,"['mager', 'sekaliiii', 'kuliah', 'offline', 'd']",negative
2022-05-24 21:48:15+00:00,hyeopstaro,Padit,meja ini jugaaa sebenernya bukan wishlist buat kuliah offline doang sih tapi buat online juga cuma mau dimasukkiâ€¦,"['meja', 'jugaaa', 'sebenernya', 'wishlist', 'kuliah', 'offline', 'doang', 'sih', 'online', 'dimasukki']",positive
2022-05-24 21:48:12+00:00,hyeopstaro,Padit,ðŸ‘‡ wishlist aku buat kuliah offline nanti,"['', 'wishlist', 'kuliah', 'offline']",positive
2022-05-24 21:46:14+00:00,penjadihedwig,ðŸ§›ðŸ»â€â™€ï¸,mimpi buruk bgt harus kuliah offlineðŸ™ƒ,"['mimpi', 'buruk', 'bgt', 'kuliah', 'offline']",negative
2022-05-24 20:39:41+00:00,hi_itsmeyeay,i'm an ordinary people | wts sisa sharing sowoozoo,degdegan banget krn hari ini pertama kuliah offline setelah sekian tahun online terusðŸ¥º mana kelasnya jam  pagi diâ€¦,"['degdegan', 'banget', 'krn', 'kuliah', 'offline', 'sekian', 'online', 'terus', 'kelas', 'jam', 'pagi', 'di']",negative
2022-05-24 19:34:56+00:00,collegemenfess,COLLE FORGER,cm kuliah kalian besok udah offline apa masih online,"['cm', 'kuliah', 'besok', 'udah', 'offline', 'online']",positive
2022-05-24 18:52:59+00:00,denattacoco,Natta â€¢ãƒŠãƒƒã‚¿â€¢,aku lagi hetic banget ketemu tementemen yg udah  tahun jumpa virtual alias lagi kuliah offline,"['hetic', 'banget', 'ketemu', 'tementemen', 'yg', 'udah', 'jumpa', 'virtual', 'alias', 'kuliah', 'offline']",positive
2022-05-24 17:44:09+00:00,mymeowsuga,din 06.10,habis bingung nyarik fw sekarang pengen beli tas pakek kuliah takut tbtb kuliah offline mampos blm beli tas,"['habis', 'bingung', 'nyarik', 'fw', 'ken', 'beli', 'tas', 'pakek', 'kuliah', 'takut', 'tbtb', 'kuliah', 'offline', 'mampos', 'blm', 'beli', 'tas']",negative
2022-05-24 17:26:04+00:00,bibybo0_,bibyboo,ternyata kuliah online menjadi hobi ku skrg ðŸ¥¹ nyesel g sih minta kuliah offline hmzzz,"['kuliah', 'online', 'hobi', 'ku', 'skrg', '', 'nyesel', 'g', 'sih', 'kuliah', 'offline', 'hmzzz']",negative
2022-05-24 17:11:53+00:00,ferrydwp,Ferrydwp,mk kuliah online  ujian offline,"['mk', 'kuliah', 'online', 'uji', 'offline']",negative
2022-05-24 16:54:34+00:00,chocomintchew,ðŸ¥¨,duh gamau kuliah offline,"['duh', 'gamau', 'kuliah', 'offline']",negative
2022-05-24 16:53:34+00:00,RizkyVicky6,rv.,dapat kabar kalo bentar lagi kuliah offline habis uts haduh belom siap kuliah offline ðŸ˜­,"['kabar', 'kalo', 'bentar', 'kuliah', 'offline', 'habis', 'uts', 'haduh', 'bom', 'kuliah', 'offline', '']",negative
2022-05-24 16:50:06+00:00,bobpulhae,ðŸŒ™,valid dulu pas jaman kuliah offline w keseringan dapet kursi deket cowoâ€ trs selalu denger mereka julid sakit bgt dengernyaðŸ˜­,"['valid', 'pas', 'jaman', 'kuliah', 'offline', 'w', 'sering', 'dapet', 'kursi', 'deket', 'cowo', '', 'trs', 'denger', 'julid', 'sakit', 'bgt', 'dengernya']",negative
2022-05-24 16:50:06+00:00,faiqhawk050,Yung Lethal Presence,kuliah bakal offline lagi tapi dah taun akhir masih bisa kek gini lagi ga ya,"['kuliah', 'offline', 'dah', 'taun', 'kek', 'gin', 'ga', 'ya']",negative
2022-05-24 16:47:42+00:00,seleclanch,hhrt,capek sihh kuliah offline  rapat kkn  rapat internal wahgilasihh energi gue udh abiss bgtt ini mah,"['capek', 'sihh', 'kuliah', 'offline', 'rapat', 'kkn', 'rapat', 'internal', 'wahgilasihh', 'energi', 'gue', 'udh', 'abiss', 'bgtt', 'mah']",negative
2022-05-24 16:43:34+00:00,ast__28,astiii,menikmati masa masa kuliah online disambi kerja sana sini tapi mikir juga si kalo besok udah kuliah offline trs gimâ€¦,"['nikmat', 'kuliah', 'online', 'sambi', 'kerja', 'mikir', 'si', 'kalo', 'besok', 'udah', 'kuliah', 'offline', 'trs', 'gim']",negative
2022-05-24 16:37:56+00:00,dangzmil,eL ia,dua tahun kuliah online tbtb offline kaget om,"['kuliah', 'online', 'tbtb', 'offline', 'kaget', 'om']",negative
2022-05-24 16:19:57+00:00,adfanfns,Adf,baca chat grup halo pas masih jaman kuliah offline sumpah seru bngetttt wkwkkwkw,"['baca', 'chat', 'grup', 'halo', 'pas', 'jaman', 'kuliah', 'offline', 'sumpah', 'seru', 'bngetttt', 'wkwkkwkw']",positive
2022-05-24 16:11:05+00:00,ibunyawony,cipacapa,kayaknya beneran mau stop collect pc deh kerasa bgt udh kuliah offline tuh lebih butuh duitðŸ¥²,"['kayak', 'beneran', 'stop', 'collect', 'pc', 'deh', 'rasa', 'bgt', 'udh', 'kuliah', 'offline', 'tuh', 'butuh', 'duit']",negative
2022-05-24 16:07:58+00:00,lampungbase,Lampung Fess ON CEK RULES,geh gw ga percaya diri banget sama muka cuman garagara jerawat dan bekasnya mana tadi pas kuliah offline ada temeâ€¦,"['geh', 'gw', 'ga', 'percaya', 'banget', 'muka', 'cuman', 'garagara', 'jerawat', 'bekas', 'pas', 'kuliah', 'offline', 'teme']",negative
2022-05-24 16:06:08+00:00,collegemenfess,COLLE FORGER,kuliah pgi tiap hri begini trs pdhl mo gaya hidup sehat udh seneng bgt krn kuliah offline jadi bisa tidur pagi kâ€¦,"['kuliah', 'pgi', 'hri', 'trs', 'pdhl', 'mo', 'gaya', 'hidup', 'sehat', 'udh', 'neng', 'bgt', 'krn', 'kuliah', 'offline', 'tidur', 'pagi', 'k']",negative
2022-05-24 16:03:10+00:00,b0nlavie,je suis no one,gue berharap hari pertama kuliah offline gue berjalan dengan baik gue takut bgt astaga i shouldnt keep thâ€¦,"['gue', 'harap', 'kuliah', 'offline', 'gue', 'jalan', 'gue', 'takut', 'bgt', 'astaga', 'i', 'shouldnt', 'keep', 'th']",negative
2022-05-24 16:01:13+00:00,widyaedutech,Widya Edu - SIMAK UI,malam edufrens para pejuang jakunðŸŒ™  kamu suka kepikiran ga sih kalo keterima jadi maba ui aaammiinnnn terus kuliâ€¦,"['malam', 'edufrens', 'juang', 'jakun', 'suka', 'pikir', 'ga', 'sih', 'kalo', 'terima', 'maba', 'ui', 'aaammiinnnn', 'kuli']",positive
2022-05-24 15:58:10+00:00,Lvesbi,ðƒð«ð®ðžð¥ð¥ðš.,pengen kuliah offline tapi ujiannya online ðŸ¥¹,"['ken', 'kuliah', 'offline', 'uji', 'online', '']",negative
2022-05-24 15:58:05+00:00,cieldiaries,ë¯¼ìž¬,besok perdana kuliah offline dikelas gede yg mhs nya banyak bgt lebih dari  help,"['besok', 'perdana', 'kuliah', 'offline', 'kelas', 'gede', 'yg', 'mhs', 'nya', 'bgt', 'help']",negative
2022-05-24 15:56:13+00:00,lushiecious,raan; mt after dm,close duluuu kuliah offline gi hectic bgtðŸ˜­ðŸ˜©,"['close', 'duluuu', 'kuliah', 'offline', 'gi', 'hectic', 'bgt']",negative
2022-05-24 15:55:09+00:00,1230forshua,hada,oalaahh semoga kuliah offline nya lancar teruss kakðŸ˜ðŸ«°,"['oalaahh', 'moga', 'kuliah', 'offline', 'nya', 'lancar', 'teruss', 'kak']",positive
2022-05-24 15:48:59+00:00,wongsepeletok,Temannya genji,chaniagoo kuliah offline full turu pokoke,"['chaniagoo', 'kuliah', 'offline', 'full', 'turu', 'pokoke']",negative
2022-05-24 15:42:26+00:00,tgi_f,Frid,ngebayangin dulu pas gue kuliah film udah ada netflik dkk alangkah mudahnya hidup tugas bikin film critics jdâ€¦,"['ngebayangin', 'pas', 'gue', 'kuliah', 'film', 'udah', 'netflik', 'dkk', 'alangkah', 'mudah', 'hidup', 'tugas', 'bikin', 'film', 'critics', 'jd']",negative
2022-05-24 15:39:04+00:00,syyyyysyyy,ðŸ‘©â€âš•ï¸,selama ini kuliah online pas sidang offline siapa lagi kalo bukan angkatan ðŸ˜­,"['kuliah', 'online', 'pas', 'sidang', 'offline', 'kalo', 'angkat', '']",negative
2022-05-24 15:35:02+00:00,OOTDFESS,BASE OOTD,ootd ransel nya nih buat jalan sekolah kuliah kerja affordable udah pada mulai offline kannðŸ˜ðŸ«¶,"['ootd', 'ransel', 'nya', 'nih', 'jalan', 'sekolah', 'kuliah', 'kerja', 'affordable', 'udah', 'offline', 'kann']",positive
2022-05-24 15:29:24+00:00,kkyuminluv,dinÂ¹Â³ #WithYou ðŸ’™,besok udah kuliah offline ðŸ¥²,"['besok', 'udah', 'kuliah', 'offline', '']",negative
2022-05-24 15:28:52+00:00,aisybellis,aicy,menfess fem kalo kuliah offline boleh pake jeans ga,"['menfess', 'fem', 'kalo', 'kuliah', 'offline', 'pake', 'jeans', 'ga']",negative
2022-05-24 15:22:42+00:00,yoonniiaaa,niiâ€¢,aaa jadi kangen kuliah offline,"['aaa', 'kangen', 'kuliah', 'offline']",positive
2022-05-24 15:22:26+00:00,farghia,"gia | sewa zoom, app prem | langsung wa yaa",wa ku selalu aktif ya tementemen karena aku udah mulai kuliah offline jadi jarang buka twitter kalo mau order bisa langsung wa yaðŸ¤©ðŸ™ŒðŸ»,"['wa', 'ku', 'aktif', 'ya', 'tementemen', 'udah', 'kuliah', 'offline', 'jarang', 'buka', 'twitter', 'kalo', 'order', 'langsung', 'wa', 'ya']",positive
2022-05-24 15:20:34+00:00,kireiharunohana,MiMa,nanti jo pas dirimu so offline kuliah so dekat kalo disana,"['jo', 'pas', 'diri', 'so', 'offline', 'kuliah', 'so', 'kalo', 'sana']",positive
2022-05-24 15:20:25+00:00,UNSILMENFESS,SI PALING UNSILMENFESS,us ada ga jurusan yg selama utbk sbm kuliah offline klo menurut surat edaran kan online dulu yah,"['us', 'ga', 'jurus', 'yg', 'utbk', 'sbm', 'kuliah', 'offline', 'klo', 'surat', 'edar', 'online', 'yah']",negative
2022-05-24 15:13:28+00:00,apollometis,sunshine,dulu pas kuliah offline tiap hari pake ðŸ™ðŸ»,"['pas', 'kuliah', 'offline', 'pake', '']",positive
2022-05-24 15:05:05+00:00,tanyakanrl,Tanyarl : ON ðŸ’š,ðŸ’š besok aku pertama kali kuliah offline mending berangkat ke kampus sendiri atau nyari barengan btw aku blm punyaâ€¦,"['', 'besok', 'kali', 'kuliah', 'offline', 'mending', 'berangkat', 'kampus', 'nyari', 'bareng', 'btw', 'blm', 'punya']",negative
2022-05-24 15:01:08+00:00,shelllovee,taurusquad,cape kuliah offline lanjut kerja bener berangkat pagi pulang pagiðŸ˜­,"['cape', 'kuliah', 'offline', 'kerja', 'bener', 'berangkat', 'pagi', 'pulang', 'pagi']",negative
2022-05-24 15:00:10+00:00,tetehsunflo,haii aku,andyrj gak bisa  masalahnya duit jajan aku udah abis ðŸ˜€ lagi buat persiapan kuliah offline juga  bismillah laâ€¦,"['andyrj', 'gak', 'duit', 'jajan', 'udah', 'abis', '', 'siap', 'kuliah', 'offline', 'bismillah', 'la']",negative
2022-05-24 14:58:14+00:00,wutars,wutar,ini dikasih info buat kuliah offline setiap hari me n my friends si tukang ngeluh ini gasanggup kalo kuliah offlinâ€¦,"['kasih', 'info', 'kuliah', 'offline', 'me', 'n', 'my', 'friends', 'si', 'tukang', 'ngeluh', 'gasanggup', 'kalo', 'kuliah', 'offlin']",negative
2022-05-24 14:55:07+00:00,pjsyeochin2,ranðŸŒ½,my lovely mootsss aku bakal ttp on tiap hari tp bentaran doangg mungkin malem ajaa karena udh mulai sibuk kuliah nâ€¦,"['my', 'lovely', 'mootsss', 'ttp', 'on', 'tp', 'bentar', 'doangg', 'malem', 'ajaa', 'udh', 'sibuk', 'kuliah', 'n']",negative
2022-05-24 14:50:20+00:00,risqchandra,Chandra,kuliah wes offline pie saiki kejelasane,"['kuliah', 'wes', 'offline', 'pie', 'saiki', 'kejelasane']",negative
2022-05-24 14:49:43+00:00,kuthabare,Darren Noyer.,tsa  kuliah offline katanya,"['tsa', 'kuliah', 'offline']",positive
2022-05-24 14:49:31+00:00,rkive_pikachu,Start with G,mana kuliah offline pagi pulang sore,"['kuliah', 'offline', 'pagi', 'pulang', 'sore']",negative
2022-05-24 14:48:08+00:00,_Donnypp,ã„”0reo,pengen kuliah offline tapi lupa udah ga ada mata kuliah lagi,"['ken', 'kuliah', 'offline', 'lupa', 'udah', 'ga', 'mata', 'kuliah']",positive
2022-05-24 14:46:11+00:00,jidatnyajeno,nana,meja belajar gua udah parah bgt ni dikit lagi bakal ambruk mau minta ganti nanggung gua mau kuliah offline kan,"['meja', 'ajar', 'gua', 'udah', 'parah', 'bgt', 'ni', 'dikit', 'ambruk', 'ganti', 'nanggung', 'gua', 'kuliah', 'offline']",positive
2022-05-24 14:45:42+00:00,1975O_,aya,seruuu kuliah offline tapi tidak dengan kelas paginyaðŸ˜‡,"['seruuu', 'kuliah', 'offline', 'kelas', 'pagi']",positive
2022-05-24 14:44:14+00:00,todaythewin,ðŸ€rain freetagðŸ€ðŸ¦€,sumpah gw ga siap kuliah offlineðŸ˜­ðŸ˜­ðŸ˜­,"['sumpah', 'gw', 'ga', 'kuliah', 'offline']",negative
2022-05-24 14:38:50+00:00,cthrinesky,Cathrine Jacqueline.,udah ada rencana kapan mau kuliah offline gak jan,"['udah', 'rencana', 'kuliah', 'offline', 'gak', 'jan']",positive
2022-05-24 14:37:07+00:00,thierssa,tiza(â—â€¢á´—â€¢â—)âœ§*ã€‚,dah kuliah offline blomm a,"['dah', 'kuliah', 'offline', 'blomm', 'a']",positive
2022-05-24 14:35:10+00:00,jjtyongg,kay,kuliah offline membuatku tepar anjirðŸ˜©,"['kuliah', 'offline', 'buat', 'tepar', 'anjir']",negative
2022-05-24 14:33:04+00:00,madoiisdo,nanðŸ¿ï¸ðŸŽ¸,asliiii gue kan udah kuliah offline beli makan sekali udah tembus minimal  rb itu udah paling muraahhh keringanâ€¦,"['asliiii', 'gue', 'udah', 'kuliah', 'offline', 'beli', 'makan', 'udah', 'tembus', 'minimal', 'rb', 'udah', 'muraahhh', 'kering']",negative
2022-05-24 14:31:56+00:00,AnnisaDwiKrtn,annisa,edna flatshoes  menurutku flatshoesnya lumayan empuk nyaman dipakeee cocok tuk kuliah offline modelnya bagusssâ€¦,"['edna', 'flatshoes', 'turut', 'flatshoesnya', 'lumayan', 'empuk', 'nyaman', 'dipakeee', 'cocok', 'tuk', 'kuliah', 'offline', 'model', 'bagusss']",positive
2022-05-24 14:28:49+00:00,cthrinesky,Cathrine Jacqueline.,aku juga minggu depan tt males kuliah offline tapi kangen kampus,"['minggu', 'tt', 'males', 'kuliah', 'offline', 'kangen', 'kampus']",negative
2022-05-24 14:28:19+00:00,cthrinesky,Cathrine Jacqueline.,udah ada rencana belum kampusnya kapan kuliah offline,"['udah', 'rencana', 'kampus', 'kuliah', 'offline']",positive
2022-05-24 14:26:56+00:00,Fyfr__,BUNGLON | rest sampe potong mbe,gue belom siap bgt kalo suruh kuliah offline,"['gue', 'bom', 'bgt', 'kalo', 'suruh', 'kuliah', 'offline']",negative
2022-05-24 14:22:52+00:00,cthrinesky,Cathrine Jacqueline.,kalian udah pada kuliah offline belum sih,"['udah', 'kuliah', 'offline', 'sih']",negative
2022-05-24 14:20:37+00:00,kyoongchanlie,sasaa ì‚¬ì‚¬,bnyk event di indo tp kehalang kuliah offline ðŸ˜,"['bnyk', 'event', 'indo', 'tp', 'halang', 'kuliah', 'offline', '']",negative
2022-05-24 14:19:56+00:00,bianlovesnana,Abianca,woi ayo kuliah offline biar w dapet cuan banyak,"['woi', 'ayo', 'kuliah', 'offline', 'biar', 'w', 'dapet', 'cuan']",positive
2022-05-24 14:13:40+00:00,urobsessiongirl,caramel,akhirnya besok kuliah offline gue bisa ada kegiatan di luar rumah ga rebahan melulu,"['besok', 'kuliah', 'offline', 'gue', 'giat', 'rumah', 'ga', 'rebah', 'melulu']",positive
2022-05-24 14:12:00+00:00,mimiit__,Mitâœ¨,ini kuliah offline nya cuma beberapa jam tapi recharge energy nya butuh seharian,"['kuliah', 'offline', 'nya', 'jam', 'recharge', 'energy', 'nya', 'butuh', 'hari']",negative
2022-05-24 14:10:51+00:00,collegemenfess,COLLE FORGER,cm kalian kalo ke kampus pas lagi kuliah offline sendiri atau bareng temen,"['cm', 'kalo', 'kampus', 'pas', 'kuliah', 'offline', 'bareng', 'temen']",positive
2022-05-24 14:07:30+00:00,_nappeunsaram_,nahoko satomi,kuliah offline cape jg ya,"['kuliah', 'offline', 'cape', 'jg', 'ya']",negative
2022-05-24 14:06:34+00:00,woodyjuyeon,Aii ðŸ¥¨ðŸª | PO handbanner tbz ðŸ“Œ,gimana sih pendapat kalian tentang kuliah offline enak online atau offline,"['gimana', 'sih', 'dapat', 'kuliah', 'offline', 'enak', 'online', 'offline']",positive
2022-05-24 14:05:09+00:00,TahuKukus_,T y Ã¶,ga hunting kan emang lg kuliah offline,"['ga', 'hunting', 'emang', 'lg', 'kuliah', 'offline']",negative
2022-05-24 13:59:34+00:00,Sabb_ong,Onggg,kuliah offline ada jg ya orang yg playing victim kek sinetron indosiar dikira boong wkwk,"['kuliah', 'offline', 'jg', 'ya', 'orang', 'yg', 'playing', 'victim', 'kek', 'sinetron', 'indosiar', 'boong', 'wkwk']",negative
2022-05-24 13:59:20+00:00,zllaitgirl,que,inget juga smt depan dah kuliah offline pasti banyak biayaðŸ’”,"['inget', 'smt', 'dah', 'kuliah', 'offline', 'biaya']",negative
2022-05-24 13:52:29+00:00,wieldaan58,sempolsorowajan,gilaa wak kuliah offline ajang adu outfit,"['gilaa', 'wak', 'kuliah', 'offline', 'ajang', 'adu', 'outfit']",negative
2022-05-24 13:50:08+00:00,pumpkinaaaa,lab,aku juga cuma sekedar bahas tugas kuliah doang kalo sama temen apalagi aku masih online jadi takuâ€¦,"['dar', 'bahas', 'tugas', 'kuliah', 'doang', 'kalo', 'temen', 'online', 'taku']",negative
2022-05-24 13:48:23+00:00,gyuxxz,nesâ¸â˜•,dosennya kaya gini aku mau kuliah full offline,"['dosen', 'kaya', 'gin', 'kuliah', 'full', 'offline']",positive
2022-05-24 13:46:10+00:00,collegemenfess,COLLE FORGER,di matkul dia ðŸ˜­ buat yg udh kuliah offline plss baca materi dulu sblm masuk jangan sampe kjdian sprti ak ðŸ˜­ðŸ˜­ðŸ˜­ guyss trauma bgt ðŸ˜­,"['matkul', '', 'yg', 'udh', 'kuliah', 'offline', 'plss', 'baca', 'materi', 'sblm', 'masuk', 'sampe', 'kjdian', 'sprti', 'ak', '', 'guyss', 'trauma', 'bgt', '']",negative
2022-05-24 13:46:10+00:00,collegemenfess,COLLE FORGER,cm tdi kan kuliah offline mau cerita sedikit tdi bnr bnr memalukan ngisi soal di depan trs krna ak ga bisa sampâ€¦,"['cm', 'tdi', 'kuliah', 'offline', 'cerita', 'tdi', 'bnr', 'bnr', 'malu', 'ngisi', 'trs', 'krna', 'ak', 'ga', 'samp']",negative
2022-05-24 13:45:13+00:00,MahasiswaUMS,UMSfess,gimana rasanya sekarang udah kuliah offline aku baru bisa kuliah ke kampus lagi akhir juni haha  ngeliat temen paâ€¦,"['gimana', 'udah', 'kuliah', 'offline', 'kuliah', 'kampus', 'juni', 'haha', 'ngeliat', 'temen', 'pa']",negative
2022-05-24 13:42:28+00:00,soulindef,yunaaðŸŽ€ rest buying,sumpah kuliah offline sekarang tuh tanggung bgt anjir kenapa g semester depan aja si,"['sumpah', 'kuliah', 'offline', 'tuh', 'tanggung', 'bgt', 'anjir', 'g', 'semester', 'aja', 'si']",negative
2022-05-24 13:36:49+00:00,Xiueus99,Reyna,akn menyimpan ini jaga jaga nnti kalo kuliah dah  offline sy gbsa maen,"['akn', 'simpan', 'jaga', 'jaga', 'nnti', 'kalo', 'kuliah', 'dah', 'offline', 'sy', 'gbsa', 'maen']",negative
2022-05-24 13:35:13+00:00,tetehsunflo,haii aku,mengesedih ya allah ðŸ˜­ mau digipack tapi bentar lagi kuliah offlineðŸ˜­,"['sedih', 'ya', 'allah', '', 'digipack', 'bentar', 'kuliah', 'offline']",negative
2022-05-24 13:31:20+00:00,catdzed,eline,penampakan mahasiswa angkatan pandemi yang biasa online terus kuliah offline dari pagi ampe sore,"['tampak', 'mahasiswa', 'angkat', 'pandemi', 'online', 'kuliah', 'offline', 'pagi', 'ampe', 'sore']",negative
